id,host_id,property_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,review_scores_rating
18860361,124514780,Apartment,129,,,199,79,10,1,1125,13,39,39,39,94
18862762,25524751,House,55,,,,,0,1,1125,29,59,89,364,60
18862963,131423033,Apartment,96,,,,,0,2,2,27,57,87,87,100
18864063,131427895,Villa,199,,,1000,69,36,1,1125,19,47,74,252,97
18864906,53334594,House,46,,,0,15,15,1,1125,26,56,86,176,92
18865094,28033823,House,71,,,,,0,3,28,0,0,0,0,
18865353,2051062,Apartment,118,,,200,70,0,2,186,16,35,45,148,98
18875434,5328587,Apartment,165,,,,50,0,4,20,0,0,0,0,100
18878278,3252645,Apartment,96,,,150,50,30,2,1125,4,7,18,195,98
18878813,131410285,House,50,,,,,0,1,1125,29,59,89,89,
18878934,131556793,Apartment,140,,,150,30,0,1,1125,4,9,14,264,98
18879504,131535801,Apartment,90,,,500,70,0,2,37,13,23,23,274,93
18879874,40908292,Townhouse,35,,,,,0,90,365,23,53,83,173,
18880324,84636969,Apartment,71,,,,10,25,1,1125,0,0,0,0,100
18880423,5383441,Townhouse,251,,,400,137,0,2,90,14,41,71,250,88
18881346,8896041,House,60,,,,,20,1,1125,0,0,0,0,95
18883597,130983621,Condominium,280,,,500,150,25,2,34,8,27,48,127,96
18884030,131591018,Apartment,198,,,1000,120,20,2,1125,4,13,26,108,100
18884447,16510225,Apartment,60,,,200,0,0,5,1125,0,0,0,0,100
18889328,35547112,Condominium,108,,,,30,20,1,1125,0,0,0,0,80
18889598,49723835,Apartment,69,,,134,,20,2,27,0,0,0,0,100
18895411,23952359,Apartment,400,,,400,120,0,3,1125,10,23,53,106,95
18896276,18895333,House,35,,,0,10,0,2,7,0,0,0,0,94
18896964,110353046,Apartment,25,,,,,0,15,1125,0,0,0,0,
18897127,131690653,Apartment,239,,,200,50,0,5,30,0,0,0,0,100
18897840,104171019,Apartment,40,,,,,0,3,30,6,11,11,11,89
18898931,131704387,Bed and breakfast,180,,,,,0,1,7,30,60,90,90,100
18899468,131709566,Condominium,140,,,2000,0,25,3,1125,23,53,83,83,94
18900255,78698731,House,100,,,300,50,25,2,1125,0,0,6,281,
18900665,46354699,Apartment,50,,,135,20,10,2,1125,0,0,0,0,90
18900707,123377291,House,145,,,500,,25,2,21,4,14,44,306,100
18900974,23397550,House,60,,,,,0,30,1125,23,53,83,358,
18901032,834736,Townhouse,109,,,200,80,0,5,21,0,0,0,0,
18901699,131727054,House,60,,,,,0,1,1125,0,25,55,55,99
18901703,63690236,Apartment,35,,,,,0,3,1125,0,0,0,0,90
18902657,11887342,House,71,,,0,20,30,1,1125,11,25,55,145,99
18902669,27386890,Cabin,220,,,,,0,2,1125,28,58,88,174,99
18902726,10665297,Apartment,150,,,200,70,30,2,1125,0,10,10,43,99
18903500,49911226,Apartment,277,,,0,115,0,3,50,10,19,38,303,100
18904256,131394965,Apartment,75,,,,,50,2,22,0,0,0,0,94
18905293,31381161,House,400,,,200,150,0,3,1125,27,57,87,177,100
18905468,66855989,Apartment,28,,,,10,8,1,1125,0,0,0,0,100
18905619,67047436,Apartment,55,,,1000,25,0,4,25,0,0,0,0,100
18905665,69571391,Townhouse,51,,,0,45,20,2,1125,0,0,0,0,100
18907050,76669858,House,89,,,,88,0,1,1125,0,0,0,0,95
18907361,60833539,Apartment,174,,,,,30,2,1125,0,0,0,0,100
18913305,35606755,Condominium,245,,,0,125,0,4,60,10,19,38,303,100
18914636,6761507,House,65,,,0,40,20,2,7,0,0,3,93,100
18915757,131838451,Apartment,210,,,,,0,1,1125,12,17,47,322,90
18916074,25236581,Apartment,60,,,,,0,5,1125,0,0,0,0,
18916763,15207756,House,37,,,134,0,11,1,21,10,36,66,66,94
18917007,54685985,Apartment,62,,,150,65,0,4,29,0,0,0,0,97
18917543,104735252,Apartment,100,,,250,120,10,2,35,2,4,9,81,89
18918207,121403900,Apartment,98,,,200,60,30,1,1125,24,38,44,281,83
18918766,118652235,Apartment,150,,,0,100,0,1,31,2,12,12,12,84
18924096,10394006,Apartment,150,,,300,50,25,2,300,22,43,70,95,98
18924332,131902020,Apartment,130,,,300,50,0,1,1125,0,0,0,0,100
18924608,10394006,Apartment,150,,,300,50,25,2,300,24,52,82,107,100
18924886,10394006,Apartment,137,,,400,99,29,2,200,22,52,82,107,100
18927157,122979750,House,174,,,600,120,20,3,1125,17,47,77,348,94
18932344,35177899,Apartment,75,,,350,50,10,2,1124,3,8,24,253,97
18934413,131266784,Apartment,130,,,200,88,0,2,1125,0,26,26,31,100
18935380,56775867,Apartment,39,,,0,20,10,1,1125,0,0,0,0,100
18935386,22965812,Apartment,115,,,300,89,0,3,1125,0,0,0,0,
18935444,131602638,House,30,,,,,10,1,1125,0,0,0,189,94
18935767,132003993,Apartment,100,,,250,146,30,2,6,0,0,0,0,98
18936679,3524337,Townhouse,109,,,0,30,20,1,28,0,0,0,0,
18936867,132014608,House,30,,,,,0,4,35,0,0,0,0,100
18937207,18323390,House,151,,,300,50,15,4,1125,6,6,6,6,100
18938185,90600920,Apartment,104,,,0,0,0,2,1125,2,16,16,16,94
18939548,40455436,Apartment,136,,,200,65,15,1,1125,18,38,64,335,95
18939882,131265600,House,60,,,,,30,2,30,28,58,88,178,
18943357,8530753,Apartment,129,,,299,79,14,1,1124,22,29,49,74,85
18948683,58060729,Apartment,28,,,150,35,28,2,1125,0,20,50,325,95
18949241,46902977,Apartment,80,,,,,0,1,2,0,0,0,0,
18950103,3463831,House,251,,,,90,0,5,1125,0,0,0,0,100
18950578,31314431,Townhouse,90,,,0,25,50,1,14,0,0,0,0,
18951612,50571424,Apartment,55,,,150,20,15,1,15,0,0,0,0,95
18952686,4187243,Townhouse,75,,,134,25,50,1,3,29,59,89,179,99
18953284,15785517,House,220,,,550,100,25,2,365,0,5,35,266,97
18953390,51784844,Apartment,109,,,0,75,10,1,1125,18,42,72,347,97
18953659,132155104,Apartment,105,,,800,15,25,1,300,0,0,0,0,
18953718,132154614,Guest suite,42,,,0,0,10,1,40,0,0,0,0,100
18954616,159826,House,37,,,,,12,3,1125,9,27,57,57,97
18954875,57591827,Apartment,28,,,,,20,2,1125,0,0,0,0,95
18955339,132170445,Apartment,65,,,,,0,1,1125,29,59,89,364,100
18956042,132170445,Apartment,80,,,,,0,1,3,2,14,30,30,100
18961702,25925185,Apartment,100,,,500,80,0,3,15,9,9,9,9,100
18961827,21145849,Apartment,300,,,250,70,0,2,1124,0,0,0,0,100
18962142,132237003,House,42,,,200,0,15,3,200,0,4,34,124,90
18962289,6888926,House,130,,,,,0,4,35,9,9,9,9,
18963518,17228657,Townhouse,48,,,0,40,0,5,1125,0,0,0,0,100
18963522,32942078,Townhouse,60,,,0,10,0,1,4,0,0,0,0,91
18963598,12681102,Apartment,163,,,250,85,20,2,1125,2,3,3,235,98
18963774,32727982,Camper/RV,46,,,130,40,10,1,1125,19,39,69,69,100
18964034,132252052,Apartment,195,,,250,0,0,3,1125,19,49,79,354,97
18964102,132249499,House,69,,,,,0,21,21,30,60,90,90,
18964284,132258044,Apartment,90,,,500,100,0,14,1125,0,0,0,0,100
18965173,49917338,Apartment,80,,,,,0,7,30,0,0,0,0,80
18965442,31621475,House,107,,,0,50,25,1,28,7,33,55,136,100
18965935,132271417,House,350,,,500,120,0,2,8,11,35,41,314,100
18966289,23952359,Apartment,350,,,450,120,0,3,1125,18,42,65,118,90
18968744,43752884,Apartment,119,,,0,20,0,3,1125,0,0,0,0,100
18973120,97185399,Apartment,40,,,,,0,21,31,0,0,0,0,
18977183,107417903,Apartment,109,,,250,69,30,1,1125,5,35,65,65,97
18979641,24050392,Apartment,97,,,295,75,30,2,50,0,0,0,0,100
18979772,2861965,House,40,,,500,20,20,1,1125,0,0,0,0,90
18979814,43638330,Apartment,155,,,1000,110,25,7,180,24,43,73,163,
18980041,6529145,Apartment,109,,,250,90,10,2,1125,0,0,0,36,93
18980561,16041299,House,96,,,200,30,0,1,4,5,35,65,151,100
18981731,11312414,Townhouse,96,,,2000,15,10,4,1125,0,4,34,34,93
18983967,70235444,Apartment,66,,,200,25,40,2,1125,0,0,0,0,100
18984287,15651267,House,278,,,500,150,34,2,1125,19,49,79,354,94
18984371,11987552,Apartment,140,,,,100,20,2,1125,5,12,25,293,98
18986483,125629044,House,48,,,,25,0,1,1125,0,0,0,0,
18992473,3469301,Apartment,51,,,,,0,2,7,0,0,0,0,
18998234,97566697,Apartment,80,,,,,0,2,4,0,0,0,0,100
18998398,131721003,Apartment,119,,,0,50,50,3,1125,0,0,1,2,90
18998765,11718965,Apartment,66,,,,20,10,3,1125,0,0,0,0,
18998887,107417903,Apartment,125,,,250,89,0,2,1125,9,32,62,62,88
18999649,132551906,House,89,,,0,0,10,1,30,7,32,62,149,99
19000444,81226961,House,96,,,,60,0,2,1125,0,0,7,282,
19000646,13873892,House,37,,,,,0,7,24,0,0,0,0,
19000867,22860147,Apartment,126,,,200,80,20,5,1125,0,0,0,0,93
19001283,132572251,House,100,,,200,20,0,1,7,30,60,90,180,
19001299,101541846,Apartment,120,,,,,0,4,21,29,59,89,364,
19001525,3047169,Townhouse,245,,,500,100,25,1,1125,1,1,1,68,99
19001762,19358813,Apartment,50,,,0,10,15,1,1125,5,35,65,155,97
19003516,122306777,House,84,,,0,0,40,2,7,23,53,83,83,97
19004113,132592309,Townhouse,165,,,,,0,7,15,30,60,90,365,
19004118,132591826,Apartment,155,,,,100,0,1,1125,0,8,13,78,95
19004301,44231647,Apartment,80,,,,20,0,1,1125,0,0,0,0,100
19005361,132169068,Loft,53,,,,,0,2,21,0,0,0,0,89
19005544,132561936,Villa,71,,,,,15,7,1125,29,59,89,364,
19006295,52949679,Serviced apartment,71,,,150,15,15,4,1125,0,0,1,1,91
19020797,105985065,Apartment,96,,,0,80,0,2,91,0,6,22,280,99
19020971,41678718,Condominium,138,,,199,89,10,1,1125,2,19,21,21,93
19022320,10190138,Apartment,561,,,2000,200,50,1,1125,14,39,69,344,100
19023326,48014171,Apartment,90,,,450,20,0,1,1125,15,45,71,101,91
19026383,20871870,House,40,,,0,,10,1,1125,0,1,1,221,92
19026684,20871870,House,39,,,0,,10,1,1125,22,52,76,76,96
19029720,62201812,Apartment,100,,,200,50,0,5,1125,0,0,0,0,
19031438,22139782,Apartment,125,,,300,35,100,1,1125,9,9,9,9,99
19034465,47524508,Apartment,79,,,134,69,10,1,1125,0,0,0,0,90
19036445,15331473,Apartment,80,,,,40,0,2,1125,0,0,0,0,
19037470,55876849,Apartment,50,,,,10,10,3,1125,0,0,0,0,80
19037691,132860160,House,80,,,200,,0,1,2,0,0,0,0,
19039135,71778656,House,80,,,150,10,20,1,28,30,60,90,365,94
19040009,62993865,Apartment,120,,,0,60,0,2,1125,27,29,59,322,100
19040254,107243011,Apartment,145,,,350,60,0,1,365,4,11,37,124,93
19040407,109293969,House,55,,,,,0,1,1125,0,0,0,0,95
19040486,22860147,Apartment,130,,,200,80,20,5,1125,12,12,12,12,92
19040488,132891963,Townhouse,48,,,136,,0,5,20,0,0,0,0,90
19040527,4647935,Apartment,96,,,500,120,40,3,1124,24,51,51,317,90
19040739,7406416,Condominium,90,,,,0,0,4,1125,0,0,0,0,95
19041610,5238994,Apartment,120,,,200,60,0,1,1125,18,18,18,188,100
19041679,24361892,Townhouse,46,,,,,0,3,11,0,0,0,0,
19043086,71778656,House,150,,,150,20,20,1,28,30,60,90,365,93
19044124,6795768,Townhouse,100,,,300,40,0,14,32,0,0,0,0,
19045058,71408344,Apartment,84,,,0,,30,1,7,0,0,0,0,80
19046017,93823908,Villa,50,,,,,0,1,1125,29,59,89,364,
19050032,47524508,Apartment,98,,,259,79,10,1,1125,0,0,0,0,100
19052354,7372627,Townhouse,150,,,250,25,10,2,1125,0,0,0,0,
19055100,20638375,House,109,,,,,30,1,5,0,4,33,308,97
19055806,89292307,Apartment,138,,,,100,20,1,1125,1,4,4,267,96
19056262,128652087,Apartment,220,,,200,120,50,1,1125,9,27,57,57,98
19057473,71414600,House,561,,,,,0,2,14,28,58,88,363,
19057519,31322123,Apartment,68,,,200,25,7,1,1125,0,0,0,0,93
19057547,8751940,Apartment,100,,,200,30,25,2,1125,0,0,0,0,98
19057663,22860147,Apartment,120,,,200,80,20,5,1125,0,0,0,0,93
19058671,89803670,Bungalow,98,,,0,0,15,2,1125,0,0,0,0,97
19058703,59833593,Apartment,341,,,,,0,3,6,24,51,81,352,
19058729,133046226,House,40,,,,,0,15,50,0,0,0,0,90
19058983,127808817,Townhouse,350,,,200,40,30,3,20,27,57,87,177,
19062248,133068200,House,199,,,300,150,0,3,1125,7,7,7,7,100
19063555,24084901,Townhouse,42,,,135,20,40,3,1125,0,0,0,0,
19064100,20240994,Apartment,165,,,500,79,25,2,1125,26,56,86,176,96
19064840,70793555,Apartment,150,,,,15,35,1,1125,30,60,90,365,93
19071720,121130792,Villa,115,,,300,30,10,2,1125,29,59,89,364,
19072412,133159073,Apartment,216,,,,,0,10,1125,0,0,0,0,
19072672,52051862,Condominium,68,,,,30,20,2,30,0,23,53,134,99
19073061,20240994,Apartment,120,,,500,59,25,2,1125,26,56,86,176,96
19073108,20240994,Apartment,190,,,500,89,25,2,1125,17,47,77,167,97
19073145,20240994,Apartment,184,,,500,89,25,2,1125,26,56,86,176,96
19073210,133165127,Guest suite,100,,,,,0,1,31,18,48,78,353,97
19073295,20240994,Apartment,136,,,500,59,25,2,1125,24,54,84,174,97
19073502,20240994,Apartment,166,,,500,79,25,2,1125,29,59,89,179,96
19073579,20240994,Apartment,154,,,500,79,25,2,1125,27,57,87,177,99
19073960,29841761,Apartment,71,,,,,0,15,20,0,0,0,0,
19075523,88236261,Apartment,140,,,200,50,0,2,1125,0,0,0,0,
19076881,41040035,Apartment,100,,,250,70,0,1,1125,0,0,0,0,
19078571,27715069,House,40,,,,,0,1,1125,30,60,90,365,
19080799,7194034,House,80,,,,15,25,1,5,13,38,68,68,98
19085415,94868097,House,100,,,,,0,2,60,29,59,89,89,
19086178,30760573,Apartment,66,,,0,15,0,1,10,0,0,0,0,100
19086217,111721187,Apartment,136,,,300,65,25,1,1125,1,8,15,23,87
19086418,15155604,House,120,,,1000,50,35,5,11,10,10,10,10,100
19086615,111721187,Apartment,155,,,250,65,0,1,1125,14,17,17,17,89
19086781,111721187,Apartment,109,,,250,55,25,1,1125,25,53,56,56,91
19086798,133299261,Apartment,50,,,300,50,50,34,1125,1,1,1,5,99
19086826,6533147,House,46,,,0,25,15,2,1125,2,8,19,93,96
19087035,111721187,Apartment,119,,,250,55,25,1,1125,15,23,23,23,88
19087284,105761006,House,120,,,0,30,10,10,28,9,31,31,31,100
19087501,132271394,Townhouse,93,,,1000,100,0,7,100,0,0,0,0,100
19087505,133308559,Apartment,251,,,200,125,15,2,1000,0,0,0,0,100
19087633,58823303,House,651,,,0,120,0,5,1125,9,21,27,302,100
19088053,33880292,Apartment,129,,,0,0,30,2,5,0,0,0,0,
19088161,24506639,Apartment,100,,,0,45,0,2,180,6,14,30,301,93
19089065,22935309,Apartment,120,,,500,40,20,2,1125,0,0,0,0,100
19089993,30261722,Apartment,138,,,299,49,0,1,1125,18,32,62,62,97
19090591,133336125,Apartment,50,,,,,0,1,1125,0,0,0,0,
19091939,129348781,Apartment,190,,,200,79,15,1,1125,17,34,64,206,89
19093438,13279862,Apartment,161,,,200,20,20,2,1125,0,0,0,0,80
19095183,92726307,Villa,43,,,200,,0,1,1125,10,40,67,342,87
19095897,92726307,Villa,42,,,,,0,1,1125,0,0,0,251,90
19100252,133431492,Apartment,118,,,280,68,40,1,20,3,3,5,5,96
19101342,133443644,Apartment,300,,,200,120,0,3,1125,23,53,83,358,
19101350,17084544,Townhouse,65,,,0,30,10,3,1125,6,9,9,74,97
19101417,129229057,Apartment,119,,,300,60,15,1,1125,29,55,85,85,93
19101594,45352445,House,174,,,0,65,0,2,60,0,7,37,37,95
19102105,16551579,Apartment,50,,,500,10,0,1,25,0,0,0,0,91
19102260,44640456,Townhouse,280,,,,35,0,3,1125,0,0,0,0,100
19102311,41766844,Apartment,450,,,,,0,5,20,8,12,34,309,80
19102343,11536543,Townhouse,150,,,0,180,50,2,1125,0,0,0,3,91
19102406,29406728,Apartment,190,,,300,80,30,2,1125,11,24,54,67,97
19102637,133460370,House,50,,,400,25,25,15,1125,30,60,90,365,
19103213,133460370,House,55,,,400,40,25,30,1125,30,60,90,180,
19103323,133460370,House,22,,,200,25,22,30,1125,30,60,90,365,
19103439,103329622,House,66,,,134,,7,5,35,0,0,0,0,
19103564,3181395,House,375,,,0,150,0,5,1125,4,34,40,124,
19103787,133472555,Apartment,161,,,150,70,40,1,60,16,35,65,90,98
19103884,111721187,Apartment,105,,,250,55,25,1,1125,9,22,38,70,91
19104280,39780403,Apartment,115,,,,,0,7,30,1,22,52,142,100
19107790,26608238,House,30,,,,,0,2,14,0,0,0,0,
19109407,20190858,Guesthouse,46,,,0,20,10,1,30,10,31,61,61,98
19112046,10394006,Apartment,150,,,400,99,30,2,200,17,39,69,255,97
19113034,10394006,Apartment,150,,,400,99,30,2,200,20,42,50,123,99
19116033,53235987,House,96,,,,,0,1,1125,30,60,90,180,80
19121343,133626762,Bungalow,140,,,300,50,10,1,1125,14,31,54,79,93
19121456,20240994,Apartment,108,,,500,59,25,2,1125,27,57,87,177,95
19121889,133632611,Bungalow,228,,,,,0,1,1125,29,59,89,179,78
19121944,78698731,Guest suite,39,,,300,35,20,2,1125,5,35,65,340,100
19122394,104601418,Bungalow,150,,,,,0,1,1125,29,59,89,364,83
19123982,35039271,Apartment,80,,,500,50,0,2,1125,0,0,0,0,
19124098,27513695,Apartment,114,,,0,99,7,3,1125,0,0,0,148,97
19126386,68327062,House,66,,,,35,40,1,20,29,59,89,89,98
19127239,133665291,Apartment,84,,,300,50,0,2,30,10,22,31,183,99
19127860,5819161,Apartment,84,,,0,100,0,2,1125,23,23,23,23,95
19128019,112812977,Apartment,80,,,200,30,0,7,9,9,9,32,32,100
19128303,49516169,Townhouse,40,,,,,0,5,1125,0,0,0,0,80
19129380,78824762,Apartment,40,,,,,0,15,28,0,0,0,0,40
19129838,108331196,Apartment,62,,,150,20,15,2,21,15,45,75,75,95
19132259,133716339,Apartment,109,,,200,50,0,3,1125,0,0,0,0,
19133227,131591018,Apartment,179,,,1000,120,15,2,1125,12,12,25,106,96
19141509,21075087,Apartment,47,,,,,0,4,1125,0,0,0,0,
19142613,37537268,Apartment,180,,,250,80,10,2,1120,5,6,6,81,94
19143290,133834442,Apartment,190,,,250,79,15,1,1125,7,24,46,122,93
19144236,2970695,House,251,,,0,40,0,2,40,15,45,75,165,100
19144307,83227980,Townhouse,47,,,0,15,10,1,1125,0,6,13,45,96
19145722,5383441,Townhouse,155,,,300,95,20,2,180,21,51,81,171,98
19146768,29831110,Townhouse,48,,,0,14,13,1,20,0,0,0,0,100
19148002,45551568,Apartment,199,,,0,109,50,3,1125,9,32,32,275,88
19148842,56400971,Apartment,190,,,200,,40,7,1000,19,34,60,330,
19148880,78982075,House,350,,,500,150,23,2,30,15,29,47,322,97
19150632,133297033,Apartment,30,,,150,0,0,4,9,5,5,5,5,
19151181,27439190,Guesthouse,150,,,0,15,10,1,1125,30,60,90,365,100
19151205,133455226,Apartment,80,,,,15,10,1,10,17,32,32,32,92
19160696,121130792,House,100,,,,,0,2,1125,28,58,88,363,
19161608,81819144,Apartment,109,,,,,14,3,31,0,0,0,0,100
19163110,20133630,House,251,,,300,100,40,2,30,11,41,63,325,96
19164557,107975417,Apartment,169,,,0,50,0,7,7,8,8,8,8,100
19164766,9155990,House,199,,,200,120,0,7,1125,0,0,0,146,80
19165293,98731433,Guesthouse,1384,,,,,0,2,30,28,58,88,88,
19166611,12076196,Apartment,75,,,0,38,50,1,200,0,3,9,33,99
19166966,48014108,Apartment,140,,,200,60,0,1,1125,17,40,64,319,96
19167467,5511930,Townhouse,100,,,500,50,15,1,1125,20,30,58,58,95
19168104,48117825,Hotel,108,,,0,15,30,1,1125,28,58,88,88,90
19169524,48117825,Villa,89,,,0,10,0,1,1125,28,58,88,88,100
19170169,99145647,House,220,,,300,0,0,2,1125,7,18,30,286,99
19171839,72957111,House,30,,,1000,50,10,2,1125,12,12,12,12,70
19172233,49747515,Apartment,89,,,,12,0,2,6,18,41,71,71,80
19176672,110398801,Apartment,127,,,400,160,0,2,1125,0,0,0,0,88
19180687,134151871,House,71,,,,,20,1,1125,6,20,20,20,100
19180726,107119417,Apartment,130,,,199,69,0,1,1125,1,10,24,94,98
19180745,28733777,House,35,,,138,69,42,3,1125,29,59,89,364,40
19181154,10042894,Apartment,65,,,500,20,15,22,49,0,0,0,0,100
19182816,114830026,Apartment,55,,,,,0,25,30,0,0,0,0,
19183447,32912420,Apartment,65,,,440,0,0,7,1125,0,0,0,0,
19183832,108237716,Apartment,400,,,400,150,0,3,1125,6,24,54,54,89
19183948,1608285,House,71,,,200,35,0,1,7,0,0,0,0,98
19184119,74071713,House,109,,,260,200,20,1,150,12,42,72,347,97
19185031,134196875,Bungalow,50,,,,,0,3,20,0,0,0,0,
19186437,133551855,Guest suite,35,,,,,30,2,365,0,0,0,0,91
19186802,23878936,Apartment,100,,,150,90,10,2,1125,30,60,90,365,
19187108,63174169,House,60,,,,,0,2,1125,0,12,31,290,99
19187114,44827592,House,42,,,,,0,1,60,5,35,65,340,96
19196147,30334364,Apartment,60,,,,,0,1,1125,0,0,0,0,96
19197226,79221164,Apartment,150,,,,50,0,3,10,0,0,0,0,
19198441,111721187,Apartment,127,,,250,55,25,1,1125,26,53,65,65,92
19199368,44954522,Apartment,48,,,,15,20,6,60,29,50,80,80,100
19200148,109283684,House,30,,,,,0,1,10,0,0,0,0,100
19200483,134333378,Apartment,115,,,350,100,20,3,1125,11,19,49,49,83
19202110,4566611,Apartment,199,,,250,50,20,1,14,17,39,69,69,96
19202969,134352092,Apartment,120,,,900,81,18,1,1125,9,37,67,342,97
19203295,134355277,Serviced apartment,65,,,150,40,0,2,365,0,6,6,18,75
19203574,15795487,Apartment,105,,,,,0,1,3,0,0,0,0,92
19203692,48117825,Hotel,108,,,0,15,30,1,1125,0,4,34,34,
19211351,241451,Apartment,65,,,,30,50,1,7,30,60,90,90,93
19211682,37444134,Townhouse,161,,,250,70,0,10,31,20,27,27,27,100
19212046,134443628,Townhouse,35,,,0,20,15,2,60,14,14,20,20,98
19212076,68301803,Apartment,89,,,250,35,45,2,1125,13,31,46,134,99
19212431,134352092,Apartment,158,,,900,90,0,1,1125,6,33,60,320,98
19212586,48014108,Apartment,120,,,200,60,0,1,1125,5,35,65,340,100
19212713,127803115,Apartment,48,,,150,20,0,2,1125,4,4,4,4,93
19213106,32109295,House,65,,,,,0,1,3,0,24,54,54,100
19213639,27122457,Apartment,80,,,,,25,1,1125,0,0,12,102,96
19213646,21831081,House,80,,,,25,0,1,1125,29,59,89,89,100
19214764,397569,House,130,,,,,0,5,31,0,0,0,0,
19215166,84196539,Apartment,80,,,150,15,0,2,1125,0,0,0,0,95
19215742,40910863,Apartment,25,,,,,0,14,31,0,0,0,0,
19215857,37309404,Apartment,84,,,,,0,5,14,0,0,0,0,
19217026,134463210,Guesthouse,289,,,200,0,15,1,7,9,32,62,152,97
19217851,18778574,Apartment,75,,,150,30,19,1,1125,9,23,53,53,97
19217982,25369146,Apartment,90,,,,,0,5,1125,0,5,29,41,93
19218522,89311216,House,310,,,1000,120,25,1,1125,26,55,85,352,60
19226233,71754187,Apartment,75,,,,,0,1,1125,0,0,0,0,92
19226814,14917870,House,120,,,0,60,50,2,1125,6,20,41,91,99
19227142,41126506,House,40,,,200,30,20,3,3,30,60,90,365,100
19229110,110546369,Apartment,96,,,150,,0,1,1125,20,49,79,170,91
19229163,18012126,Apartment,46,,,,,15,4,60,0,0,0,0,100
19229466,134624526,House,60,,,0,20,15,2,1125,0,0,0,0,90
19229644,110546369,Apartment,80,,,150,,0,1,1125,21,47,76,166,83
19230712,72992220,House,710,,,1000,480,25,3,1125,21,41,54,140,99
19230960,45248057,Apartment,109,,,132,35,15,1,28,22,46,52,52,91
19233615,134657381,House,750,,,,,0,4,100,19,49,79,354,97
19233688,96144848,Apartment,114,,,150,60,0,2,1125,0,13,33,305,97
19233768,57346379,Townhouse,39,,,,,0,15,30,0,0,0,0,
19234870,110216592,House,55,,,,,0,1,1125,0,0,0,0,100
19234966,81753921,Apartment,50,,,400,50,20,7,14,0,0,0,0,
19235447,41370225,Apartment,129,,,199,89,10,1,1125,2,19,21,21,89
19235499,49221857,Apartment,40,,,,,0,3,99,3,8,12,12,87
19236942,26873322,House,71,,,0,40,10,3,35,29,59,89,364,
19246823,134666439,Apartment,199,,,200,80,50,1,1125,5,15,42,312,98
19248078,82598208,Apartment,130,,,,,0,2,10,0,0,0,0,
19248357,47082922,Apartment,89,,,300,79,0,6,26,6,24,29,107,97
19248493,134634117,Apartment,234,,,,,0,1,1125,0,0,0,11,
19249269,3670333,Condominium,100,,,250,80,30,2,1125,15,45,75,350,100
19251152,32912420,Apartment,115,,,,,0,7,1125,0,0,0,0,
19252771,29831110,Townhouse,26,,,0,13,24,1,1125,0,0,0,0,100
19255095,110896774,Apartment,46,,,,,0,30,1125,29,59,89,179,
19255816,6907134,Condominium,90,,,500,50,20,2,1125,0,0,0,0,98
19256359,33168953,Apartment,96,,,250,40,15,2,100,1,10,24,114,92
19256708,88652023,Townhouse,71,,,200,0,0,1,30,0,25,55,330,100
19256711,134844697,Apartment,165,,,450,89,0,1,1125,11,20,35,101,98
19257377,134848372,Guest suite,80,,,,30,20,2,65,7,20,33,302,98
19257750,133049294,House,150,,,,60,0,2,55,0,0,0,41,98
19258049,41766844,Apartment,199,,,,,0,4,14,10,14,36,303,
19260718,134864620,Apartment,75,,,300,25,0,1,1125,0,0,0,0,
19264903,118475696,Apartment,89,,,,,0,1,1125,0,0,0,0,
19271804,35370298,Apartment,154,,,500,120,0,2,1125,7,25,51,76,97
19272578,2473789,Apartment,55,,,0,10,10,1,60,11,11,11,11,100
19272880,89245475,Aparthotel,145,,,0,0,0,5,30,16,46,76,76,97
19273084,118895023,House,105,,,300,130,20,1,30,12,21,28,49,93
19273104,22167309,Apartment,100,,,0,60,20,2,1125,0,0,0,0,99
19276230,7276181,House,500,,,,120,100,2,1125,17,26,56,139,95
19277496,41370225,Apartment,89,,,199,79,10,1,1125,13,39,39,39,96
19278661,7749896,Apartment,80,,,150,50,0,2,24,6,6,6,211,100
19280341,9847372,Apartment,60,,,,,0,365,400,27,57,87,362,
19280659,111721187,Apartment,179,,,300,65,25,1,1125,16,31,46,133,88
19288100,41678718,Apartment,96,,,199,79,10,1,1125,24,50,50,50,90
19289504,17022374,House,599,,,,,0,1,5,28,58,88,88,
19291553,35789055,Apartment,155,,,300,59,15,1,1125,13,36,66,156,90
19295127,131389743,Guest suite,37,,,,,10,2,1125,1,11,23,288,86
19297430,61190747,Townhouse,35,,,,,0,1,1125,0,0,0,0,
19297702,43670084,Townhouse,58,,,,10,7,2,21,6,36,66,156,99
19298065,48014108,Apartment,120,,,200,60,0,1,1125,17,47,77,352,60
19298156,101577595,Other,138,,,300,69,59,1,31,0,0,0,0,
19298301,51827636,Apartment,115,,,,,0,2,1125,0,0,0,0,96
19298646,130984812,Townhouse,251,,,500,190,35,2,1125,1,13,31,273,99
19298650,127033283,Condominium,300,,,0,20,15,1,1125,0,0,0,0,100
19298900,45546316,Townhouse,40,,,0,0,20,2,21,16,35,65,65,96
19299649,7968436,Townhouse,55,,,0,20,25,1,1125,11,11,11,11,92
19299993,134816648,House,50,,,,,0,3,60,0,0,0,0,
19300136,115995429,Apartment,60,,,200,,0,7,1125,0,0,0,0,
